text,label,summary
"This is a tepid docu-drama that covers no new ground, reworks all the cliches and is sloppy with facts. For example, Munich is a very flat city. So why is it hilly in the movie? For example, the end of the Great War in 1918 was not a surrender but an armistice. Yet it is announced as a surrender. For example, European news vendors did not (and do not) shout headlines as they hawk their papers. Yet this strictly American custom is employed in the film. For example, the Nazis did not adopt the German eagle until after they had taken power but there it is on the lectern as Hitler delivers one of his stem winders. Indeed, most of this disappointing production consists of little more than Hitlerian oratory. The movie also perpetuates the myth that the beer hall putsch was hatched at the Munich Hoffbrauhaus. It was not. Robert Carlyle does a fine portrayal of his subject. But his supporting cast is adequate at best and very often not even that. These comments are based on the first episode only. One only can hope the second will be better but don't bet on it.",1,"This docu-drama is a disappointing and inaccurate production that rehashes cliches, distorts facts, and features subpar supporting actors, despite a decent performance from Robert Carlyle."
"A fine western, following the fate of those who possess the prize winning gun, a Winchester '73. It has a great cast who give superb cliche characterisations with help from the usual effective story telling direction from Mann.",1,"This fine western follows the fate of those who possess the prize-winning gun, a Winchester '73, with a great cast delivering superb cliche characterizations under the effective storytelling direction of Mann."
"Previously, I wrote that I loved ""Titanic"", cried at its ending (many times over), and I'm a guy in his 60's. I also wondered about why this great movie, which won so many awards and was applauded by so many critics, was given only a 7.0 rating by imdb.com users.<br /><br />Well, I looked at the breakdown of the user ratings. While 29.0% of all votes gave it a 10 rating, 10.7% gave it a 1 rating. These 10.7% of these irrational imdb users, in effect, pulled the overall rating down to 7.0. <br /><br />In my previous comments, I blamed this very unusual voting pattern (a sudden surge in 1 ratings, with a high 10 rating, dropping only gradually and then suddenly reversing course and jumping at the 1 rating level) on only one thing: hatred for Leonardo DiCaprio. Believe me, I've tuned into enough chat rooms to see the banter by young people (young men, mostly), who defame him left and right. They absolutely hate the man, and they will have no part in giving him any credit in ""Titanic"". (To answer one other user: I am NOT talking about someone who just really doesn't like the movie that much, and gave it a 5 or a 6, etc. Everyone has, and is entitled to, his/her own taste. But no one can convince me that the imdb rating of only 7.0 overall for ""Titanic"", pulled to that level by an inordinate number of ridiculous 1 ratings, is a fair reflection of the overall motion picture.)<br /><br />Let me demonstrate my point by comparing the imdb user voting pattern of ""Titanic"" to 5 randomly chosen box office and critical ""bombs"" (there are many more, but these 5 will prove my point). ""Heaven's Gate"" (1980) was pulled from the theaters quickly after a very poor box office showing, and imdb voters' ratings were: 23.2% 10 ratings and 9.2% 1 ratings (overall rating of 6.1). ""Big Top Pee-wee"" (1988) got 4.3% 10 ratings and 9.9% 1 ratings (overall rating of 4.5). ""Cat People"" (1982) got 6.1% 10 ratings and 2.6% 1 ratings (overall rating of 5.8). ""Blind Date"" (1987) got 3.0% 10 ratings and 2.8% 1 ratings (overall rating of 5.3). ""Jumpin' Jack Flash"" (1986) got 4.4% 10 ratings and 3.7% 1 ratings (overall rating of 5.2). WHAT DO ALL OF THESE FILMS HAVE IN COMMON WITH ""TITANIC""? ALL OF THE PERCENTAGES OF THEIR 1 RATINGS ARE LOWER !!!! THAN ""TITANIC"", AND NONE OF THESE STINKERS EVER WAS NOMINATED FOR A SINGLE AWARD. Again, ""Titanic"" got 10.7% 1 ratings! Compare that to the other 5 movies I just mentioned.<br /><br />Can there be any explanation other than the hatred of Leo factor?<br /><br />",1,"I previously wondered why ""Titanic"" had a low 7.0 IMDb rating despite its critical acclaim, and I believe it's due to an unusual voting pattern driven by an inordinate number of 1 ratings, likely fueled by hatred towards Leonardo DiCaprio."
"There has never been anything like it, that's for sure. This episodic, seemingly redundant trilogy only really makes sense taken as a whole, and as such it is not a movie about Groovin' Gary, Utah cross-dressing sensation. It is very self-consciously a film about how the filmmaker REACTS to Groovin' Gary. For Harris the entire project is clearly an extended and spectacular contortion of guilt and repentance. He's trying to atone for his sins - yes, Gary did attempt suicide after the initial doc was aired - through correction, commentary, and convention, reclaiming such Hollywood-narrative standbys as the best friend and the defiant happy ending (two different ones, with a telling adjustment in the Glover version) and turning them to his own very personal uses. So while thematically it remains a movie about gender and difference, the structure ensures that it is also a movie about MOVIES - but on an almost unprecedented level of complexity. There is just so much going on; in telling and re-telling this story Harris is in the right place at the right time three times in a row, and he doesn't miss the opportunity to make something of it. Immensely moving, and as profound as camp ever gets.",1,"This trilogy is a self-consciously personal film about the filmmaker's reaction to Groovin' Gary, an exploration of guilt, repentance, and the complexities of movies, gender, and difference."
"As this happens to be one of most favorite novels , I was very excited to see the move. I was not disappointed! Yes of course there are a few things that I could pick on , but I think that the movie stuck true to the book, and was a really good movie. It seems that Stephen King films mostly get a bad review , but this is one of the good ones. It is such a dark story , which I guess is why I like it .. and what is better than the dead coming to life.. and something about animals returning from the grave is quite creepy too. If you have seen the movie do yourself a huge favor and now read the book!! It is a well written screen play , the actors could have done a better job ( I only say this for Rachel , and Ellie .. she was so whinny ) I liked everyone else a lot.. and most important to me .. it stuck true with the novel.",1,"I was thrilled to see the movie adaptation of one of my favorite novels, and while it wasn't perfect, I thought it stayed true to the book and was a really good movie despite a few minor issues with the acting."
"I am not a very good writer, so I'll keep this short. World at War is the best WWII documentary that I've seen. I've seen different WWII documentaries (not only English/North American) and this documentary seems to be the most complete WWII documentary that I've seen. I think it could talk a bit more about the Great Depression and why/how Hitler got to power, but it does a very good job at covering the war. It seems to be complete and objective/fair to everyone. It does not exaggerate or diminish roles of different nations. It has a lot of original footage, including color footage and many eye witnesses (it was made in 70's when a lot more were alive). It has great music and narrator. All-in-All I gave this one 10/10, because it's that good. (I haven't seen specials in DVD version so I cannot comment on those)",1,"World at War is the best WWII documentary I've seen, offering a complete and objective coverage of the war with original footage, eye witnesses, great music, and narration, earning a perfect 10/10 score."
"This is a CGI animated film based upon a French 2D animated series. The series ran briefly on Cartoon Network, but its run was so brief that its inclusion as one of the potential Oscar nominees for best animated film for this year left most people I know going ""Huh?"" This is the story of Lian-Chu, the kind heart muscle, and Gwizdo, the brains of the operation, who along with Hector their fire farting dragon,he's more like a dog. Travel the world offering up their services as dragon hunters but never getting paid. Into their lives comes Zoe, the fairy tale loving niece of a king who is going blind. It seems the world is being devoured by a huge monster and all of the knights the king has sent out have never returned or if the do return they come back as ashes. In desperation the king hires the dragon hunters to stop the world eater. Zoe of course tags along...<br /><br />What can I say other then why is this film hiding under a rock? This is a really good little film that is completely off the radar except as unlikely Oscar contender. Its a beautifully designed, fantastic looking film (The world it takes place has floating lands and crazy creatures) that constantly had me going ""Wow"" at it. The English Voice cast with Forrest Whitaker as Lian-Chu (one of the best vocal performances I've ever heard) and Rob Paulson as Gwizdo (think Steve Bucsemi) is first rate. Equally great is the script which doesn't talk down to its audience, using some real expressions not normally heard in animated films (not Disney nor Pixar). Its all really well done.<br /><br />Is it perfect? No, some of the bits go on too long, but at the same time its is damn entertaining.<br /><br />If you get the chance see this. Its one of the better animated films from 2008, and is going on my nice surprise list for 2009.",1,"This CGI animated film, based on a French 2D animated series, follows the adventures of dragon hunters Lian-Chu and Gwizdo, who team up with a fairy tale-loving princess to stop a monster from devouring the world, and is a beautifully designed, entertaining, and well-voiced film that deserves more recognition."
"I had never heard of Leos Carax until his Merde segment in last years Tokyo, and his was easily the stand-out the film's three stories. It wasn't my favorite of the shorts, but it was the most unique, and the most iconic. ""The Lovers on the Bridge"" was the first of his full length features I've seen, a virtuoso romantic film that uses image and music to communicate an exuberant young love that overflows into the poetic. Though he's classified as a neo-nouvelle vogue, his films owe as much to silent cinema as the 60's experimental narratives. His movies are closer to Jean Vigo in ""L'atlante"", Jean Cocteau, and Guy Maddin, than Godard and Truffaut.<br /><br />In Boy Meets Girl Carax's 1984 debut he uses black and white and the heavy reliance on visual representation to display emotional states. He combines the exaggerated worlds of Maddin, but based in a reality that never seems quite stable like Cocteau, but by virtue of its expressions it becomes more accessible, emotional, and engaging like Vigo's movies.<br /><br />The story of Boy Meets Girl is simple, and similar to Carax's two following films which comprise this ""Young lovers"" trilogy. A boy named Alex played by Denis Lavant (who plays a character named Alex in Carax's next two movies), has just been dumped by his girlfriend who has fallen in love with his best friend. In the first scene he nearly kills his friend on a boardwalk but stops short of murder. He walks around reminded of her by sounds of his neighbors having sex, and daydreams of his girlfriend and best friend getting intimate. He steals records for her and leaves them at his friend's apartment, but avoids contacting either of them directly. He wanders around and finds his way to a party, where he meets a suicidal young woman, and the film becomes part ""Breathless"" and part ""Limelight"".<br /><br />Later he is advised by an old man with sign language to ""speak up for yourself...young people today It's like they forgot how to talk."" The old man gives an anecdote about working in the days of silent film, and how an actor timid off stage became a confident ""lion"" when in front of the camera. Heres where the movie tips its hand, but the overt reference to silent film is a crucial scene, since it overlaps the style of the film (silent and expressionist), with the content (a lovelorn young man trying to work up the courage to say and do the things he really wants to). Though Alex is pensive at first and a torrent of romantic words tumbling out of him by the end, he is the shy actor who becomes a lion thanks to the films magnification of his inward feelings which aren't easy to nail down from moment to moment, aside from a desire to fall in love.<br /><br />There is a scene in the film where Alex retreats from the party into a room where the guests have stashed their children and babies, all crying in a chorus that fills that room, until he turns on a tape of a children's show making them fall silent. Unexpectedly due a glitch the TV ends up playing a secret bathroom camera which reveals the hostess sobbing to herself into her wig about someone she misses. Even as Carax is self-reflexive and self deprecating of the very kind of angst ridden coming of age tale he is trying to tell (the room full of whining infants), he's mature enough to see through the initial irony to the lovelorn in everything the film crosses. Even the rich old, bell of the ball has a brother she misses. In another scene an ex astronaut stares at the moon he once walked on in his youth while sipping a cocktail in silence.<br /><br />Though indebted to films before talkies, Carax is a master of music, knowing when to pipe in the Dead Kennedy's ""Holiday in Cambodia"", or an early David Bowie song, the sounds of a man playing piano, or of a girl softly humming.<br /><br />In Boy Meets Girl, when someone gets their heart broken we see blood pour from their shirt, when a couple kiss on the sidewalk they spin 360 degrees as if attached to a carousel, when Alex enters a party an feels out of place, its because the most interesting people in the world really are in attendance; like the famous author who can't speak because of a bullet lodged in his brain, or the miss universe of 1950 standing just across from the astronaut. This film is the missing link between Jean Piere Jenuet, Michel Gondry, and Wes Anderson, whose stylistic flourishes and quirky tales of whimsy, all have a parallel with different visuals, musical, and emotional cues in these Carax movies.<br /><br />Every line of dialog, every piece of music and every effect and edit in this movie resonated with me on some emotional level, some I lack words to articulate. There are many tales of a boy meeting a girl, but rather than just explore the banal details of any particular event this movie captures the ecstatic truth of adolescent passion and disappointment. The other movies you want to watch can wait. See this first. If I were to make films, I would want them to be like this, in fact I wish all films were like this, where the ephemeral becomes larger than life, and life itself becomes a dream.",1,"Leos Carax's 1984 debut film 'Boy Meets Girl' is a virtuosic romantic tale that uses image and music to convey the exuberant and poetic nature of young love, drawing on influences from silent cinema and experimental narratives."
"Comedies often have the unfortunate reputation of having little real depth. Arms and the Man, proves that notion to be false. Shaw's play is full of comedic drama, combining an entertaining plot with true philosophical depth.<br /><br />On one level, Arms and the Man is a successful, and somewhat unique, romantic comedy. The young, melodramatic, and superficial Raina comes from a military family deeply involved in a war; her fiancé and her father are both military officers. She is shocked, one night by the arrival of an enemy soldier. She rescues him, knowing that she'll have to keep the incident a secret from her family forever, and the soldier eventually leaves. Of course, once the war is over, that soldier comes back, forcing each of the primary characters to reevaluate their values and their relationships.<br /><br />It is quite interesting how Shaw layers meaning within the rather standard comedic plot. Shaw manages to comment on class constructs, on the absurdity of war, and even on the nature of love. And, of course, he does this with the Shavian wit and within a satisfying plot. There is so much here to think about that I think a lot can be missed in a single viewing. Arms and the Man is excellent comedic theater and is definitely one of Shaw's best works.<br /><br />""Arms and the Man"" is both an amusing and thought-provoking movie that retains its relevance even today, more than a century after it was first conceived. Shaw mocks at the popular theories on war and love and combines a military satire with a taunt on love and family structure. The play has flashing wit, buoyant humor and bitter sarcasms. A good example of Shaw's dialog is the statement by Captain Bluntschli to Serguis: ""I'm a professional soldier: I fight when I have to, and am very glad to get out of it when I haven't to. You're only an amateur; you think fighting is an amusement"". Indeed as a Swiss hotel-keeper's son, Bluntschli had no reason to be involved in war and it is in this absurdity that Shaw questions patriotic sentiments. Shaw explores the whole concept of war and the military from both sides of the struggle and in the end shows that the feelings in both camps are not that different.<br /><br />The dialog and sarcasm used towards the common notions of life are entangled with a gentle assurance of the movement of the story towards a fairytale ending. The end where all characters are rendered happy and lovers change and love shifts is what underlines the essence of this drama as a comedy. This is a movie that sustains its image of possessing a universal appeal and is still appropriate today when the concepts of war and patriotism and love and marriage have changed dramatically. Shaw's ""Arms and the Man"" should maintain its relevance as long as there is love and war.",1,"Arms and the Man, a comedic play by Shaw, combines entertaining plot with philosophical depth, commenting on class constructs, war, and love, and remains a thought-provoking and amusing movie with universal appeal even today."
This movie was my first touch with Mr Sica so I really didn't know what to expect. But what I saw just broke all my expectations - in a good way.<br /><br />The storyline is not complex and shows us a life of found boy- orphan and particularly his connection into the community of poor people who together built themselves a hood of simple metal plate houses. This little city in another city lives own life and things are going fine. But one day there is a water resource found and a rich nobles man is getting interested in the buying the place. But as the title of the movie hints - there is a miracle taking place. Our character gets a wonder dove from his dead mother. What is he going to do to protect his friends and all built city as well?<br /><br />It was just a masterpiece of natural comedy. There is shown the behavior of poor people and how money and property can talk and play with people. Also many funny moments and scenes are included - at the beginning with the spot where sun is shining and many more.<br /><br />So according to the fact that I m not a comedy lover you should see this movie because I liked it much <br /><br />I,1,"This movie, which tells the story of a young orphan's community of poor people threatened by a rich nobleman's interest in their land, surpassed my expectations with its natural comedy, poignant portrayal of poverty, and heartwarming miracle, making it a must-see despite not typically enjoying comedies."
"Jane Austen would definitely approve of this one!<br /><br />Gwyneth Paltrow does an awesome job capturing the attitude of Emma. She is funny without being excessively silly, yet elegant. She puts on a very convincing British accent (not being British myself, maybe I'm not the best judge, but she fooled me...she was also excellent in ""Sliding Doors""...I sometimes forget she's American ~!). <br /><br />Also brilliant are Jeremy Northam and Sophie Thompson and Phyllida Law (Emma Thompson's sister and mother) as the Bates women. They nearly steal the show...and Ms. Law doesn't even have any lines!<br /><br />Highly recommended.",1,"Gwyneth Paltrow shines as Emma, delivering a performance that is both funny and elegant, with a convincing British accent, and is well-supported by a talented cast, including Jeremy Northam and Sophie Thompson, making this adaptation highly recommended."
"Flynn, known mostly for his swashbuckling roles (and his bedroom antics!) takes a different tack with this film and it works beautifully. Playing real-life boxing champ Jim Corbett, Flynn turns on the charm full blast as he makes his way from a stifled San Francisco bank teller to a celebrated pugilist, all the while setting one eye on society deb Smith. He and best pal Carson attend an illegal bare-knuckle fight and are arrested along with scores of other men (and a dog!) including a prominent judge. The next day, he gets a chance, via Smith, to gain entrance to the judge's private club. He uses this opportunity to weasel his way into the good graces of its exclusive members and land a spot as the club's resident boxer. His unusually adept skill in the sport soon has him taking on all comers, up to and including the world champion John L. Sullivan (Bond.) Flynn is downright magical here. He is the epitome of charm, charisma and appeal in this role. He looks terrific (especially in a hangover scene with his hair mussed and wearing a white union suit) and does virtually all of his own stuntwork (impressively!) His line delivery is delicious and he is credible and sympathetic and at the same time duplicitous and rascally. Smith exudes class and taste from every pore and is a good match for Flynn. At this stage, he needed a female costar who could stand up to his advances and reputation (he was undergoing statutory rape charges at the time) and she does so admirably. She is repulsed by his freshness and cavalier attitude, yet can hardly help but fall under his enchanting spell. Bond is incredibly burly, brawny and towering, yet tender when the script calls for it. Amusing support is provided by a young and ebullient Carson. Frawley is his dependably cantankerous self as Flynn's manager. The rest of the cast is excellent as well including Flynn's rambunctious family and an assortment of stuffy Nob Hill types. The whole thing is beautifully appointed and securely directed. A few of the sets are amazingly presented. Some of Smith's gowns border on the garish, but she suits the upswept hairstyles very well. It's a terrific glimpse into the earliest days of championship boxing, but it's also so much more. Some of it (like the character traits shown by Flynn) is enhanced or exaggerated for entertainment purposes, but a lot of it is authentic (like the methods and costumes shown in the fight scenes.) One line is particularly memorable: ""I believe you like me more than I like you, but it's entirely possible that I love you more than you love me."" It's classic romantic dialogue (and there are more than a few zingers sprinkled throughout the script as well.)",1,"Errol Flynn shines in this film as Jim Corbett, a real-life boxing champ, as he charms his way from a bank teller to a celebrated pugilist, while navigating a romantic interest and a complex web of relationships, with strong support from the cast and beautifully appointed sets."
"I definitely recommend reading the book prior to watching the film. This book won National Book Council Award in 1978 and is a very gripping read (pun not intended). It's not too difficult to read for those out there that don't read often so don't be afraid! The book seems to capture the passion of the relationships more so than the movie and the movie will make more sense after reading the book. Having grown up in Melbourne I could really relate to this book and movie. Very few Australian female writers were around the in the 70's therefore very little is documented about the way of life for a women in an urban city in Australia during this era or class. It's a precious piece of Melbourne history. It's a shame that it is documented as some sort of 80's soft porn movie. It's far from that and as the other reviewer has mentioned please do not read the DVD jacket, it does not represent what the movie is about at all. Those that rent the movie based on this description will only be disappointed. Just remember this movie was made in 1982, so don't expect the Hollywood over dramatization that they seem to incorporate these days. This is what I like about it. It's also great seeing Noni Hazlehurst in this role, she is just fantastic as Nora and it's great watching her really acting, for if you're close to my age you will best remember her for her stints on Playschool and Better Homes and Gardens. Who knew she hid this talent? This movie will give you an entirely new impression of her. A classic Australian Story!",1,"I highly recommend reading the book before watching the film, as it captures the passion of the relationships more accurately and provides a precious piece of Melbourne history, despite being misrepresented by the DVD jacket."
"This was the third Muppet movie and the last one Jim Henson was around to take part in the making of before his premature death in 1990. The first three films starring the famous characters were all made and released into theatres before I was born. I originally saw the first and second installments in the original trilogy, ""The Muppet Movie"" and ""The Great Muppet Caper"", around the mid-nineties, as a kid, but didn't see this third one, ""The Muppets Take Manhattan"", until April 2007. This was shortly after I had seen its two predecessors and 1996's ""Muppet Treasure Island"" for the first time in many years. This third Muppet movie definitely didn't disappoint me the first time I saw it, and my second viewing nearly three years later may not have impressed me as much, but if not, it certainly didn't go too far downhill.<br /><br />The Muppets' stage musical, ""Manhattan Melodies"", turns out to be a big hit on their college campus. They are graduating from college, so they will soon be leaving, but decide they will all stay together and go to Manhattan to try and get their show on Broadway. After their arrival, they begin searching for a producer, but after many rejections, they finally decide to part and go find jobs. Most of them leave town, but Kermit stays, and is still determined to find the right producer and reunite the Muppet gang. He gets a job at a New York restaurant owned by a man named Pete. The frog quickly befriends Pete's daughter, Jenny, an aspiring fashion designer who currently works at her father's restaurant as a waitress. As Kermit continues his attempts to reach stardom, now with the help of Jenny, he doesn't know that Miss Piggy has secretly stayed in New York and is now spying on him. She begins to see Kermit and Jenny together, and to her it looks like they're getting close, which leads to jealousy! <br /><br />When I saw this movie for the second time, it looked disappointing at first. It seemed a little rushed, unfocused, and maybe even forgettable around the beginning. There are some funny bits during this part of the film, such as Animal chasing a woman through the audience on the college campus, but for a little while, the film seemed bland to me compared to its two predecessors. Fortunately, it wasn't long before that changed. The film is entertaining for the most part, with ""Saying Goodbye"", the poignant song the Muppets sing as they part, and a lot that happens after that. The two funniest parts MIGHT be Miss Piggy's tantrums after she sees Kermit and Jenny hugging, but there were definitely many other times when I laughed, such as poor Fozzie trying to hibernate with other bears. The Muppets still have their charm and comical antics, which obviously also helps carry the movie for the most part, as does the plot, a simple but intriguing one for all ages. There are some weaker moments, such as the Muppet babies sequence, and Juliana Donald's performance as Jenny is lacklustre, but neither of these problems are too significant, and are far from enough to ruin the entire experience.<br /><br />I would say ""The Muppet Movie"", the film that started the franchise in 1979, is the best of the original trilogy, and that seems to be the most popular opinion. This third film is probably the weakest of the three, but all of them are good. Unlike ""Muppets From Space"", the third of the theatrical films in the franchise made after Henson's sad passing, at least ""The Muppets Take Manhattan"" is still the Muppets! I won't go into details about what I think of the Muppets' 1999 film, released twenty years after their first one, since I've already explained in my review of it why I found it so disappointing, and even though it does have some appeal, I'm clearly not alone. However, every theatrical movie starring the lovable Muppets that was made during Henson's life is good entertainment for the whole family, even if the second and third installment each showed a slight decline in quality after the one that directly preceded it.",1,"The Muppets Take Manhattan, the third Muppet movie and the last one Jim Henson was involved in before his death, is an entertaining film with a simple yet intriguing plot and charming Muppet antics, despite some weaker moments and a slight decline in quality compared to its predecessors."
"Excellent film showing the pathetic lives of two nutty old ladies. They couldn't live together, nor apart. Babbling constantly, sometimes at the same time, they hashed and re-hashed the past; going on and on about what coulda shoulda woulda. I found myself laughing at times, but mostly I was taken with how utterly sad and abandoned these two women were. See this one.",1,"This excellent film showcases the pathetic lives of two elderly ladies who cannot live together or apart, constantly babbling about the past, leading to a poignant and often humorous portrayal of their sad and abandoned lives."
"Okay, here's what I think about Jack Frost. I looked at the morphing box for the VHS tape and I thought to myself, this looks interesting. I rent it and I take it home. Boy was I right, it is interesting. They put serial killer's spirits in dreams, in walking corpses and inside every day machines. But this has got to be the most unique place to put the spirit of a serial killer. Inside the body of a snowman. I liked all the friendly snowman images littering the landscape, the pot holder, the snow globe, etc. I like the actor who played Jack, he put some fun into a killer really not seen since FREDDY KRUGGER. That's right, I said it. FREDDY KRUGGER. It's that level of ""cool"". I wish some of the puppet effects were better, the mouth movements could have matched better. But I chalk that up to a small budget. The cast does a great job, there are some great one liners and scares to make any hardcore horror fan jump. All and all, a great story, good effects, great dialog and a great cast. I give JACK FROST...9 STARS",1,"I think Jack Frost is an interesting and unique horror movie with a great story, good effects, great dialog, and a great cast, despite some minor flaws with puppet effects, earning it 9 stars."
"This is one of those movies that you wish you hadn't seen before - so you could see it again "" for the first time "" . Van Dine's books still bring pleasure - but are termed excessively flowery by many . This movie is by far the best film adaptation of his works . William Powell is William Powell - say no more . The plot is intricate . The story moves all too quickly , because you want it to last . Enjoy.",1,"This captivating movie, boasting William Powell's impressive performance, is the best film adaptation of Van Dine's works, with an intricate plot that moves swiftly, leaving viewers wanting more."
"As with all of Angelopoulos' films, ""The Suspended Step of the Stork"" implicitly demands a close and intimate participation on the part of the viewer, a fact that has certainly contributed to the limited popularity of his work. Dialogues are sparing, with no monologues or exchanges exteriorizing the characters' inner conflicts, doubts, or feelings. The filmmaker prefers to keep the viewers away from their own emotional responses, and instead forces them to explore and study the characters' identities for themselves. As a result, the acting is understated and implicit, as opposed to overt and explicit.<br /><br />The action scenes are set between long intervals of contemplation, where the viewer is asked to become a participant, to participate as an actor, by probing his or her own psyche. As in a novel, where the drama rests entirely on the author's writing to provide a template where the reader's imagination and/or past experience flourish, Angelopoulos' drama rests within his images: his uses of the long shots, the long takes, the leisurely pacing, the sparing dialogues that have become his trademark, inviting the viewer to experience the film from his or her personal perspective. Angelopoulos uses silence to capture moments of high intensity, reverting to the non-verbal language of gestures, gazes, sounds, and music, when he believes that words can only take us so far.<br /><br />The music, by Angelopoulos' long time collaborator, Eleni Karaindrou, provides more than just a discreet background, but becomes itself a dramatic element of the story. A large part of the film consists of exterior shots in subtle, subdued colors, recorded in a drab winter light. Angelopoulos presents us with an ""other Greece,"" one far different from the Greece of the tourist brochures, with ethereal blue skies and emerald seas, drowned in an eternal sunshine. Here, the skies are covered and gray, the air is cold and misty, and the sands of the pristine beaches have been replaced by the trampled, dirty snow of the village streets. Angelopoulos' genius through Arvanitis' camera is on display throughout the film.<br /><br />""The Suspended Step of the Stork"" is above all else a political statement aimed at the socio-political situation in the Balkans at the end of the twentieth century. It is deeply concerned with the meaning of ""borders,"" and with those who are the victims of the confusion between nations. In the ""waiting room"" facing the Albanian border, the refugees, political or other, outcast by the rest of humanity, wait. They may be stuck against a political border, but unfortunately they still carry with them, and hang on, deeper ancestral borders: those of the languages, of the customs, and of the races. Although Angelopoulos' political views are well known, the film steers clear of any political discourse regarding the causes of the refugees' plights. In the process, Angelopoulos forces us to meditate on the concepts of geographical, cultural, political, and personal ""borders."" <br /><br />Angelopoulos considers himself a historian of twentieth century Greece, and he likes to bring lessons from the Hellenic myths into his discussions. In this film, he does some border crossing himself between the Greek and Italian cultures, drawing from a combined Homeric and Dantesque tradition of Odysseus' travel. Alexander is a Telemachus, in search of a story about an aging Greek politician/Odysseus who disappeared, never to be heard of again. This political man, a brilliant orator, unexpectedly and inexplicably left the comfort of his bourgeois existence, his wife, and his brilliant career, to live anonymously in a refugee camp with the lowest of the low. He became a poet in exile wondering how to change the world. Of course, the ""politician"" is not Alexander's father, but the ""politician"" stands before Alexander like a father figure/Odysseus. As with Homer's Telemachus, Alexander grows as a person during his odyssey.<br /><br />Of course, it would be wrong to try and see in the film a retelling of Homer's Odyssey in a contemporary context. Angelopoulos draws on Odysseus's travels only as structuring and thematic elements for his film. In Angelopoulos' ending, ""Odysseus"" is more like the Dante's Odysseus: he does not leave for Ithaca but goes on, ""carrying a suitcase."" And Alexander/Telemachus is ""suspended"" between returning to his home and his career, or embarking on a voyage to ""somewhere else."" He states as much, in a voice-over at the beginning of the film, paraphrasing few lines from Dante's ""Inferno"": ""And don't forget that the time for a voyage has come again. The wind blows your eyes far away."" <br /><br />Finally, although Angelopoulos is not a religious person, there is a Greek Orthodox religious theme introduced during the film in the form of the yellow-suited linesmen, who go around bettering things for their fellow human beings by reconnecting communications, and also the Christ-like figure of the ""politician."" In the final scene, these men in yellow demonstrate once more the Byzantine iconography's influence in Angelopoulos' work. They appear like ""stylites,"" religious figures found in the Orthodox tradition, solitary and fervent men who took up their abode upon the tops of pillars, in a form of asceticism.<br /><br />The film ends without a resolution as to the true identity of the character played by Mastroianni. Angelopoulos does not give us any clues, and the wife's statement, ""It's not him,"" is far from convincing and left ambiguous enough. The important question of the film is not whether he is or is not the vanished politician, but that he could be the politician. But the film still ends on an optimistic note. Whereas the wires strung from pole to pole run only along the river, and thus communications across the border are still not possible, and it remains impenetrable, we note that this final scene is taken from a point of view across the river: the camera has crossed the border, and the reverse tracking shot is inviting Alexander and the viewer to follow beyond the boundary. On this account, Angelopoulos gives us hope that somehow, some of the borders will eventually crumble.",1,"The Suspended Step of the Stork, a film by Theo Angelopoulos, is a thought-provoking and visually stunning exploration of borders, identity, and human connection, told through a subtle and intimate narrative that demands active participation from the viewer."
"I watched this movie with some curiosity. I wanted to see if 1) Paul Muni could play Chinese and 2) Luise Rainer deserved her Oscar. I came away from the film thinking YES! Having seen Muni in only one film where he was quite hammy, I expected the same type of performance here. I was happily proved wrong. Although some might criticize him as being too childlike and stereotypically simple in the Hollywood idea of Asians, I thought he was just right in the role. Keye Luke, if he'd been given the chance to play a lead role, might have played him in much the same manner.<br /><br />I was particularly impressed by the camera work and the use of crowd scenes, especially during the sacking of the palace where O-Lan was once a slave. The graphic and grim atmosphere of the firing squad and the drought made this an epic quite unlike others of the same time where it was all glitz and glitter. I watched this film from beginning to end enthralled. I can't say the same for the ""epics"" of today.",1,"I watched The Good Earth with curiosity, impressed by Paul Muni's nuanced performance, the camera work, and the film's epic and grim atmosphere, which enthralled me from start to finish."
"I just saw this recently, after an interval of nearly forty years. It holds up well, especially Lionel Bart's outstanding songs. (""Who Will Buy"" with it's magical counterpoint, just one of many standouts.)<br /><br />I disagree with the other post that decried its G rating. The ratings system, brand new at the time, never intended the G (General) rating to mean ""completely devoid of conflict"".<br /><br />Characterizing it as unsuitable for kids reminds me of the description I once saw of The Wizard of Oz: A girl arrives in a strange land and kills the first person she encounters. She then goes on a road trip with three male companions and kills again.",1,"I recently re-watched a movie, which I hadn't seen in nearly forty years, and was impressed by its enduring quality, particularly the memorable songs, and disagreed with the notion that its G rating is misleading or unsuitable for children."
